기업명,상세명,기업형태,지역,업종,자본금,매출액,대표자,설립일
의료법인성은의료재단,의료법인 서울효천의료재단 에이치플러스 양지병원,중소기업,서울 관악구,제약·보건·바이오,-,-,김철수,1980.06.26(46년차)
의료법인성은의료재단,의료법인영서의료재단,대기업,충남 천안시,제약·보건·바이오,,,,
의료법인성은의료재단,의료법인 나사렛의료재단 나사렛국제병원,비영리법인,인천 연수구,종합 병원,,,,
의료법인성은의료재단,의료법인루가의료재단 나은병원,대기업,인천 서구,제약·보건·바이오,,,,
의료법인성은의료재단,의료법인마리아의료재단,중견기업,서울 동대문구,의료(진료과별),,,,
의료법인성은의료재단,의료법인 토마스의료재단(윌스기념병원),비영리법인,경기 수원시,일반 병원,,,,
하온에프앤에프,㈜하온에프앤에프,중소기업,서울 강남구,천연 및 혼합조제 조미료 제조업,,,,
수산아이앤티,㈜수산아이앤티,중소기업,서울 강남구,솔루션·SI·CRM·ERP,,,,
디아이텍,디아이텍㈜,중소기업,충남 천안시,반도체·디스플레이·광학,,,,
디아이텍,㈜디아이엔텍,중소기업,경기 김포시,전기·전자·제어,,,,
글로벌홀딩스,글로벌홀딩스㈜,중소기업,충북 충주시,호텔업,,,,
글로벌홀딩스,㈜글로벌제이에이치홀딩스,중소기업,서울 강남구,부동산·중개·임대,,,,
글로벌홀딩스,㈜글로벌홀딩스,중소기업,울산 남구,경영 컨설팅업,,,,
글로벌홀딩스,비에스글로벌홀딩스,중소기업,서울 성동구,백화점·유통·도소매,,,,
글로벌홀딩스,더글로벌홀딩스,중소기업,서울 금천구,비주거용 건물 개발 및 공급업,,,,
글로벌홀딩스,㈜팡팡글로벌홀딩스,중소기업,서울 구로구,전자상거래 소매 중개업,,,,
글로벌홀딩스,㈜디에이치글로벌홀딩스그룹,중소기업,서울 서초구,증권·보험·카드,-,-,오**,-
화인산업,화인산업㈜,중소기업,경기 안산시,금속·재료·자재,3억원,-,허철,1989.01.01(37년차)
화인산업,화인산업㈜,중소기업,인천 남동구,"산업용 오븐, 노 및 노용 버너 제조업",1억원(2024.12.31),17억 3백만원(2024.12.31),이상헌,2002.05.20(24년차)
화인산업,화인산업개발,중소기업,부산 중구,주거용 건물 개발 및 공급업,20억원(2024.12.31),"4억 4,669만원(2024.12.31)",김학수,2006.01.01(20년차)
화인산업,㈜화인산업개발,중소기업,광주 광산구,"도배, 실내장식 및 내장 목공사업",4억원(2024.12.31),19억 7천만원(2024.12.31),송정철,2011.05.13(15년차)
화인산업,화인산업,중소기업,경기 구리시,주형 및 금형 제조업,-,-,강재희,2005.12.05(21년차)
화인산업,화인화학㈜,중소기업,서울 중구,합성수지 및 기타 플라스틱 물질 제조업,97억 4천만원(2024.12.31),206억 1천만원(2024.12.31),유상용,1976.01.05(50년차)
유닉스코리아,유닉스전자,중소기업,서울 용산구,기타 가정용 전기기기 제조업,18억 5천만원(2024.12.31),624억 3천만원(2024.12.31),이충구/이한조,1979.10.01(47년차)
유닉스코리아,앙코르이벤트테크놀로지스사우쓰코리아(유,중소기업,서울 강남구,"전시, 컨벤션 및 행사 대행업",-,-,벤자민유진얼윈/스콧조셉데이비드노드즐,1986(40년차)
유닉스코리아,㈜유닉스뷰티,중소기업,서울 용산구,백화점·유통·도소매,13억 6천만원,-,이한조,2009(17년차)
유닉스코리아,유닉스엔지니어링,중소기업,경기 화성시,산업용 로봇 제조업,1억원(2023.12.31),47억 5천만원(2023.12.31),구춘만,2017.09.22(9년차)
유닉스코리아,유닉스노무법인,중소기업,부산 남구,경영 컨설팅업,1억원(2022.12.31),10억 5백만원(2022.12.31),이기태,2016.07.01(10년차)
유닉스코리아,㈜유닉스,중소기업,부산 사상구,금속 가구 제조업,3억원(2024.12.31),14억 9천만원(2024.12.31),이정민,2003.01.29(23년차)
유닉스코리아,㈜유닉스글로벌,중소기업,서울 강서구,백화점·유통·도소매,"5,000만원(2024.12.31)",.,김충환,2013(13년차)
유닉스코리아,㈜유닉스글로벌,중소기업,부산 해운대구,일반 화물자동차 운송업,-,-,강동완,2011.09.07(15년차)
유닉스코리아,유닉스센서,중소기업,대구 남구,산업처리공정 제어장비 제조업,500만원(2022.12.31),"2억 1,885만원(2022.12.31)",장환석,2019.01.25(7년차)
유닉스코리아,㈜한국유닉스,중소기업,부산 부산진구,응용 소프트웨어 개발 및 공급업,,,,
인천기계,㈜인천기계,중소기업,인천 서구,건물용 기계.장비 설치 공사업,"2억 6,000만원(2024.12.31)",15억 4백만원(2024.12.31),안양원,2020.09.08(6년차)
인천기계,현대건설기계인천판매㈜,중소기업,인천 서구,건설ㆍ광업용 기계 및 장비 도매업,"3,000만원(2021.12.31)",132억 9천만원(2021.12.31),모석민,2018.04.03(8년차)
인천기계,디벨론건설기계인천판매㈜,중소기업,인천 남동구,그 외 기타 분류 안된 사업지원 서비스업,-,-,조정일,2001.08.23(25년차)
인천기계,인천기계공구상사,중소기업,인천 남동구,공작용 기계 및 장비 도매업,-,-,설재옥,1988.01.01(38년차)
인천기계,대한기계설비건설협회 인천시회,비영리단체·교육재단,인천 미추홀구,협회·단체,-,-,이호석,1989.11.25(37년차)
인천기계,신양건설기계(인천크레인),중소기업,인천 미추홀구,건설장비 운영업,-,-,신성하,2014.02.19(12년차)
진성페이퍼,㈜진성페이퍼,중소기업,서울 중구,백화점·유통·도소매,-,-,김철진,2001.09.05(25년차)
진성페이퍼,진성페이퍼,중소기업,대구 동구,"생활용 포장 및 위생용품, 봉투 및 유사 제품 도매업","5억 6,741만원(2023.12.31)",41억 4천만원(2023.12.31),김현식,1998.10.12(28년차)
유니온트리,유니온트리,중소기업,경기 김포시,쇼핑몰·오픈마켓·소셜커머스,9억원,30억,권진욱,2018.03.02(8년차)
유니온트리,㈜유니온트리,중소기업,대구 남구,부동산·중개·임대,-,-,서동명,-
한국대학사회봉사협의회,한국대학사회봉사협의회,비영리법인,서울특별시 중구,기타 전문 서비스업,"1,731만원(2023.12.31)","7억 6,657만원(2023.12.31)",전성용,2022.01.01(4년차)
대한민국재향군인회,대한민국재향군인회,비영리단체·교육재단,서울 서초구,협회·단체,-,-,신상태,1952.02.01(74년차)
지닉스,㈜지닉스,중소기업,인천 서구,전기경보 및 신호장치 제조업,1억원,10억,권혁,2001.06.07(25년차)
지닉스,㈜지닉스,중소기업,전남 순천시,만화 출판업,"2,000만원(2022.12.31)",1억 403만원(2022.12.31),이진희,2020.09.21(6년차)
대창식품,㈜대창식품,중소기업,경기 부천시,식품가공,1억원,70억,권오수,2006(20년차)
삼보아트,삼보아트㈜,중소기업,서울 중구,출판·인쇄·사진,10억원,30억,강용석,1992(34년차)
지엔에스엔지니어링,지엔에스엔지니어링,중소기업,충북 청주시,"기타 기술 시험, 검사 및 분석업","2억 2,500만원(2024.12.31)",47억 3천만원(2024.12.31),박성민,2011.03.04(15년차)
대일화학공업,㈜)대일인터내셔널하스피탈리티그룹,중소기업,인천광역시 연수구,호텔업,47억 1천만원(2024.12.31),297억 8천만원(2024.12.31),박대식,2008.08.14(18년차)
대일화학공업,대일해운,중소기업,경남 통영시,내항 여객 운송업,20억 3천만원(2024.12.31),20억 9천만원(2024.12.31),박대식,2006.10.24(20년차)
에코솔루션,케이지에코솔루션㈜,중견기업,경남 밀양시,차체 및 특장차 제조업,268억 5천만원(2024.12.31),891억 8백만원(2024.12.31),엄기민,1999.10.29(27년차)
에코솔루션,에코솔루션,중소기업,전북 정읍시,바이오 연료 및 혼합물 제조업,,,,
에코솔루션,㈜에코에버솔루션,중소기업,충북 제천시,지정 외 폐기물 처리업,,,,
에코솔루션,유니온에코솔루션㈜,중소기업,경기 안산시,화학·에너지·환경,,,,
에코솔루션,㈜에코앤솔루션,중소기업,서울 강남구,건축·설비·환경,,,,
에코솔루션,에코전기솔루션㈜,중소기업,인천 서구,시설관리·보안·경비,,,,
에코솔루션,블루에코 바이러스 솔루션,중소기업,경기 양주시,무역·상사,,,,
루스디자인,디자인루스,중소기업,서울 강남구,"도배, 실내장식 및 내장 목공사업",,,,
골든벨통상,골든벨통상㈜,중소기업,서울 송파구,백화점·유통·도소매,,,,
비에스지,㈜비에스지,중소기업,경남 창원시,경비 및 경호 서비스업,,,,
비에스지,디어맘스애프앤비(주),중소기업,부산 부산진구,기타 식료품 소매업,,,,
비에스지,쟌슨빌부대찌개정관점,중소기업,부산 기장군,김밥 및 기타 간이 음식점업,,,,
비에스지,㈜비에스지파트너스,중소기업,서울 강남구,솔루션·SI·CRM·ERP,,,,
비에스지,비에스지원,벤처기업,서울 강남구,솔루션·SI·CRM·ERP,,,,
비에스지,(주)비에스지,중소기업,대구 북구,합성수지 및 기타 플라스틱 물질 제조업,,,,
비에스지,㈜비에스지글로벌,중소기업,서울 마포구,상품 종합 도매업,,,,
비에스지,비에스지에이치앤비,중소기업,서울 마포구,화장품 및 화장용품 도매업,,,,
마이다스시스템,마이다스시스템㈜,중소기업,대전 유성구,전기·전자·제어,,,,
마이다스시스템,마이다스푸드시스템,중소기업,경기 이천시,백화점·유통·도소매,,,,
베스트비,SBI인베스트먼트㈜,대기업,서울 강남구,캐피탈·대출,835억 3천만원,263억95백만,"이준효, 소우 에이이치로",1986.11.24(40년차)
베스트비,㈜베스트비,중소기업,경기 파주시,"서적, 잡지 및 기타 인쇄물 도매업","2억 3,000만원(2024.12.31)",38억 2천만원(2024.12.31),김종소,2013.11.30(13년차)
베스트비,㈜베스트비,중소기업,경기 광명시,생활용 유리ㆍ요업ㆍ목재ㆍ금속 제품 및 날붙이 도매업,"5,000만원(2024.12.31)",11억원5십만원(2024.12.31),오재철,2007.04.20(19년차)
베스트비,㈜베스트건축비아이엠엔지니어링,중소기업,서울 강남구,건축·설비·환경,1억원,10억,이순민,2003.06.01(23년차)
베스트비,베스트빈,개인,경기 성남시,커피 전문점,-,-,임미리,-
베스트비,베스트D&B,중소기업,경기 안산시,물류·운송·배송,-,-,고훈희,2020.04.01(6년차)
해인디앤씨,해광이엔씨㈜,중소기업,서울 영등포구,건축·설비·환경,"5억 2,000만원",645억,조인호,1998(28년차)
해인디앤씨,해솔이앤씨㈜,중소기업,경기 군포시,금속·재료·자재,-,-,오주희,2019.05.17(7년차)
해인디앤씨,해솔이엔씨,중소기업,인천 남동구,인테리어·자재,-,-,이하정,2018.01.05(8년차)
이노메디텍,㈜이노메디텍,중소기업,경기 수원시,의학 및 약학 연구개발업,"5,000만원(2023.12.31)",64억 9천만원(2023.12.31),이춘구,1991.01.07(35년차)
이노메디텍,㈜이노메디텍,중소기업,대구 수성구,의료용품 도매업,"5,000만원(2024.12.31)",67억 8천만원(2024.12.31),김기철,2016.10.01(10년차)
도원닷컴,도원닷컴,중소기업,서울 강남구,기타 정보기술 및 컴퓨터운영 관련 서비스업,"6억 3,000만원(2023.12.31)","8억 8,052만원(2023.12.31)",김수천,2000.01.10(26년차)
아피스전자,아피스전자,중소기업,경기 하남시,전기·전자·제어,6억원,54억 1천만,임진하,1988.03.20(38년차)
좋은날지디기획,㈜좋은날지디기획,중소기업,서울 서초구,광고 대행업,,,,
씨포스트,㈜씨포스트,중소기업,서울 강남구,광고·홍보·전시,,,,
씨포스트,㈜포스트이앤씨,중소기업,인천 연수구,유리 및 창호 공사업,,,,
씨포스트,㈜포스트엠앤씨,중소기업,서울특별시 영등포구,가전제품 및 부품 도매업,,,,
대전도시환경산업광산기업,대전도시환경산업광산기업㈜,중소기업,대전 중구,생활용품·소비재·기타,-,-,김용욱,1987(39년차)
다솜인터내셔널,다솜인터내셔널,중소기업,서울 영등포구,기타 가공식품 도매업,,,,
도기파크,도기파크,중소기업,경기 안성시,물류·운송·배송,,,,
코럴핑크,㈜코럴핑크,중소기업,서울 서초구,음식료·외식·프랜차이즈,,,,
디디고,㈜디디고,대기업 계열사·자회사,서울 서초구,쇼핑몰·오픈마켓·소셜커머스,,,,
농협사료원주배합사료공장,㈜농협사료원주배합사료공장,대기업 계열사·자회사,강원 원주시,농축산·어업·임업,,,,
키담,㈜키스템프,중소기업,서울 중구,임시 및 일용 인력 공급업,,,,
키담,보험키포인트,중소기업,경기 부천시,증권·보험·카드,,,,
키담,이케아코리아 유한회사,외국계(외국 투자기업),경기 광명시,상품 종합 도매업,,,,
키담,㈜키이스트,대기업,서울 강남구,방송 프로그램 제작업,97억 7천만원(2024.12.31),758억 4천만원(2024.12.31),조지훈,1996.10.08(30년차)
키담,㈜키스템프그룹,중견기업,서울 중구,상용 인력 공급 및 인사관리 서비스업,2억원(2024.12.31),551억 8천만원(2024.12.31),이정호,2006.02.01(20년차)
키담,㈜아이디어키,중소기업,서울 송파구,광고·홍보·전시,,,,
키담,㈜한국팩키지,중견기업,서울 강남구,생활용품·소비재·기타,149억원1십만원(2024.12.31),"2,256억원7십만원(2024.12.31)",정진우,1993.11.07(33년차)
키담,키다리식품㈜,중견기업,대전 서구,기타 가공식품 도매업,19억 5백만원(2024.12.31),"2,542억 7천만원(2024.12.31)",이명수,1992.03.11(34년차)
키담,한솔에코패키징㈜,중견기업,강원 횡성군,식품 위생용 종이 상자 및 용기 제조업,19억 3천만원(2024.12.31),402억 9백만원(2024.12.31),박명식,2002.04.01(24년차)
키담,키다리스튜디오,대기업 계열사·자회사,서울 성동구,포털·컨텐츠·커뮤니티,182억 2천만원,"1,191억",허흥범,1987.07.29(39년차)
힐링푸드,농업회사법인㈜힐링푸드,중소기업,경기 하남시,음ㆍ식료품 및 담배 중개업,1억원(2022.12.31),87억 6천만원(2022.12.31),최선영,2013.01.21(13년차)
힐링푸드,㈜힐링푸드빌(동부산점),중소기업,부산 기장군,음식료·외식·프랜차이즈,-,-,김성규,-
힐링푸드,농업회사법인 ㈜가고파힐링푸드,중소기업,경남 창원시,차류 가공업,1억원(2024.12.31),35억 1천만원(2024.12.31),윤금정,2013.07.18(13년차)
순천교통,순천교통,중소기업,전남 순천시,도시 정기 육상 여객 운송업,"6억 4,000만원(2023.12.31)",109억 5천만원(2023.12.31),최창구,1964.03.25(62년차)
디버스,㈜디버스,중소기업,대구 동구,응용 소프트웨어 개발 및 공급업,-,-,이현정,2020.09.18(6년차)
디버스,㈜디버스커,중소기업,서울 서초구,응용 소프트웨어 개발 및 공급업,"4,558만원(2020.12.31)",-,박승호,2014.06.19(12년차)
디버스,㈜푸디버스,중소기업,서울 강남구,무역·상사,2억 800만원,1010억,"강원호, 이호준",2012.04.05(14년차)
디버스,디버스코리아,중소기업,서울 송파구,솔루션·SI·CRM·ERP,-,-,이승한,2017.11.01(9년차)
디버스,㈜디버스컴퍼니,중소기업,서울 강남구,솔루션·SI·CRM·ERP,-,-,이영복,-
디버스,아디버스,중소기업,경기 부천시,광고·홍보·전시,-,-,이영일,-
디버스,㈜디버스랩 (DVERSELAB,중소기업,서울 강남구,데이터베이스 및 온라인정보 제공업,"1,000만원(2024.12.31)",19억 4천만원(2024.12.31),정원준,2022.05.18(4년차)
한독전기산업,한독전기산업㈜,중소기업,서울 동작구,백화점·유통·도소매,,,,
우지막코리아,우지막코리아,중소기업,충북 음성군,전기·전자·제어,,,,
한국콤프에어,한국콤프에어,외국계(외국 투자기업),서울 금천구,기계·기계설비,,,,
에디피아,㈜에디피아,중소기업,경기 남양주시,전기용 기계.장비 및 관련 기자재 도매업,,,,
아이에스테크,㈜아이에스테크,중소기업,전북 군산시,그 외 자동차용 신품 부품 제조업,,,,
아이에스테크,㈜아이에스테크,중소기업,부산 강서구,금속 캔 및 기타 포장용기 제조업,,,,
아이에스테크,에스씨아이테크,중소기업,경기 화성시,컨베이어장치 제조업,,,,
아이에스테크,㈜에스씨아이테크,중소기업,울산 울주군,기계·기계설비,,,,
아이에스테크,아이에스앤로드테크,중소기업,경기 고양시,시스템 소프트웨어 개발 및 공급업,,,,
아이에스테크,㈜아이에스오토,중소기업,경기 안산시,자동차·조선·철강·항공,,,,
아이에스테크,㈜일성안티몬,중소기업,경기 안산시,"기타 비철금속 제련, 정련 및 합금 제조업",,,,
아이에스테크,아이에스테크놀로지㈜,중소기업,인천 연수구,전기·전자·제어,,,,
아이에스테크,㈜아이에스테크놀로지,중소기업,서울 송파구,네트워크·통신서비스,,,,
가온감정평가법인,주식회사가온감정평가법인,중견기업,서울 송파구,부동산 감정평가업,,,,
가온감정평가법인,가온감정평가법인경기북부지사,중견기업,경기 의정부시,부동산·중개·임대,,,,
가온감정평가법인,㈜가온감정평가법인경인지사,중소기업,인천 남동구,부동산·중개·임대,,,,
가온감정평가법인,㈜가온감정평가법인경기동부지사,중견기업,경기 성남시,부동산·중개·임대,,,,
가온감정평가법인,㈜가온감정평가법인충남대전지사,중견기업,충남 천안시,부동산·중개·임대,,,,
가온감정평가법인,㈜가온감정평가법인부산경남지사,중소기업,부산 연제구,컨설팅·연구·조사,,,,
가온감정평가법인,㈜가온감정평가법인광주전남지사,중견기업,광주 동구,컨설팅·연구·조사,,,,
엔이에스,㈜엔이에스,중소기업,경기 안양시,솔루션·SI·CRM·ERP,,,,
엔이에스,㈜대용에스앤씨이,중소기업,경기 이천시,건설·시공·토목·조경,,,,
엔이에스,㈜이룸씨앤에스,중소기업,서울 서초구,경비 및 경호 서비스업,,,,
엔이에스,㈜엔이에스,중소기업,충북 청주시,솔루션·SI·CRM·ERP,,,,
엔이에스,에스앤이㈜,중소기업,광주 북구,상용 인력 공급 및 인사관리 서비스업,,,,
엔이에스,(주)에스엔씨이엔지,중소기업,경기 수원시,콜센터·아웃소싱·기타,,,,
엔이에스,엔이에스㈜,중소기업,경남 김해시,금속·재료·자재,,,,
엔이에스,엔이에스,중소기업,경북 구미시,반도체·디스플레이·광학,,,,
엔이에스,에스엔이,중소기업,부산 해운대구,기타 발전업,,,,
엔이에스,㈜엔이에스,중소기업,경기 이천시,기계·기계설비,,,,
한솔이엔에스,㈜한솔이엔에스,중소기업,경기 안양시,건축·설비·환경,,,,
한솔이엔에스,㈜한솔이엔에스,중소기업,광주 북구,건축설계 및 관련 서비스업,,,,
나무,㈜푸드나무,중견기업,서울 마포구,쇼핑몰·오픈마켓·소셜커머스,,,,
나무,㈜나무가,중견기업,경기 성남시,전기·전자·제어,19억 1천만원,"연결 3,656억원",이동호,2004.02.14(22년차)
나무,㈜나무커뮤니케이션,중견기업,서울 송파구,광고·홍보·전시,,,,
나무,푸른나무재단,비영리단체·교육재단,서울 서초구,협회·단체,10억원(2023.12.31),101억 5천만원(2023.12.31),박길성,1995(31년차)
나무,㈜나무애니메이션,중소기업,서울 금천구,애니메이션 영화 및 비디오물 제작업,"4억 9,149만원(2024.12.31)",32억 7천만원(2024.12.31),조인,2013.12.30(13년차)
나무,나무기술㈜,중소기업,서울 강서구,응용 소프트웨어 개발 및 공급업,34억 6천만원(2024.12.31),444억 2천만원(2024.12.31),정철,2016.03.30(10년차)
나무,나무인터내셔널,중소기업,경기 안양시,무역·상사,1억원,150억,김봉석,2007.04.06(19년차)
나무,한국나무종합병원,중소기업,서울 송파구,임업 관련 서비스업,32억원,55억,이희봉,2001.02.02(25년차)
나무,아이나무,벤처기업,서울 구로구,포털·컨텐츠·커뮤니티,,,박보미,2016.01.22(10년차)
나무,㈜나무경영아카데미,중견기업,서울 종로구,학원·어학원·교육원,626억원,100억 이상,송주호,1973.03.09(53년차)
이엠솔루션,㈜이엠솔루션,벤처기업,경기 수원시,화학·에너지·환경,1억원,32억77백만,박훈민,2016.01.18(10년차)
이엠솔루션,엠앤이솔루션㈜,중소기업,경기 화성시,기타 반도체소자 제조업,"3억 9,000만원(2021.12.31)",224억 1천만원(2021.12.31),김만호,2016.11.25(10년차)
이엠솔루션,㈜이엠테크솔루션,중소기업,경기 하남시,컴퓨터·하드웨어·장비,-,-,정부원,-
이엠솔루션,이앤엠솔루션,중소기업,경기 안산시,쇼핑몰·오픈마켓·소셜커머스,-,-,김은미,2019.11.25(7년차)
이엠솔루션,이앤엠솔루션,중소기업,서울 중구,그 외 기타 건축자재 도매업,-,-,김복희,2013.12.02(13년차)
이엠솔루션,㈜엠앤지솔루션,중소기업,경기 고양시,기타 주변기기 제조업,"5,000만원(2024.12.31)",17억 5천만원(2024.12.31),윤여완,2021.06.01(5년차)
이엠솔루션,이엠솔루션,중소기업,경남 창원시,응용 소프트웨어 개발 및 공급업,1억 210만원(2022.12.31),28억 4백만원(2022.12.31),노상만,2017.05.17(9년차)
이엠솔루션,이엠오토솔루션,중소기업,서울 강서구,전자상거래 소매 중개업,-,-,문주영,2015.09.01(11년차)
셀러스,㈜셀러스마켓,중소기업,경기 남양주시,"신선, 냉동 및 기타 수산물 도매업","1,000만원(2023.12.31)",17억 2천만원(2023.12.31),신재훈,2010.06.01(16년차)
라인테크놀로지,㈜라인테크놀로지,중소기업,서울 영등포구,일반 통신 공사업,"4억 5,000만원(2024.12.31)",103억 2천만원(2024.12.31),유현식,2011.01.11(15년차)
라인테크놀로지,라인테크놀러지㈜,중소기업,경기도 안산시,에너지 저장장치 제조업,3억원(2024.12.31),87억 8천만원(2024.12.31),예범수,2019.01.22(7년차)
라인테크놀로지,라인 인베스트먼트 테크놀로지 코퍼레이션,중소기업,경기 성남시,기타 전문 서비스업,-,37억 3백만원(2024.03.31),송소연,2021.11.01(5년차)
삼우엠씨피,삼우엠씨피,중소기업,부산 강서구,선박 구성 부분품 제조업,30억원(2024.12.31),354억 3천만원(2024.12.31),정홍재,1989.11.01(37년차)
대호엠앤에스,㈜대호 엠앤에스,중소기업,경남 김해시,무역·상사,2억원,10억5천만,한대호,1999.08.01(27년차)
자연담,자연담아,중소기업,경기 김포시,농축산·어업·임업,-,-,두민욱,2022.03.01(4년차)
자연담,㈜자연담은공간,중소기업,서울 구로구,출판·인쇄·사진,,,오영신,2006.05.01(20년차)
자연담,자연담은한의원,중소기업,서울 서초구,한의원,"1억 2,209만원(2023.12.31)","2억 4,433만원(2023.12.31)",조광호,2005.11.01(21년차)
자연담,자연담은,중소기업,전남 여수시,전자상거래 소매 중개업,-,-,최정희,-
자연담,자연담은공인중개사사무소,중소기업,서울 양천구,부동산·중개·임대,-,-,이나연,-
나눔,나눔누리,대기업,경북 구미시,건축물 일반 청소업,8억원(2024.12.31),255억원9십만원(2024.12.31),박영달,2012.03.15(14년차)
나눔,㈜나눔로또,중견기업,서울 영등포구,컴퓨터시스템 통합 자문 및 구축 서비스업,123억 2천만원(2024.12.31),500억,신현식,2007.07.27(19년차)
나눔,(재)아산나눔재단,비영리법인,서울 강남구,그 외 기타 협회 및 단체,,,엄윤미,2011.10.07(15년차)
나눔,KDB나눔재단,비영리단체·교육재단,서울 영등포구,협회·단체,-,-,강석훈,2007.10.12(19년차)
나눔,㈔한국나눔연맹,비영리법인,대구 서구,그 외 기타 협회 및 단체,"1억 3,236만원(2020.12.31)",146억 9천만원(2020.12.31),안지애,2013.04.10(13년차)
나눔,재단법인 한국나눔장학재단,비영리단체·교육재단,대구 서구,공기업·공공기관,-,-,안미란,2015.12.20(11년차)
나눔,나눔에어컨,중소기업,서울 중랑구,정비·A/S·카센터,-,-,배성철,2011.06.23(15년차)
나눔,(재) 케이티그룹희망나눔재단,비영리단체·교육재단,서울 종로구,광고·홍보·전시,31억 2백만원(2023.12.31),175억 5천만원(2023.12.31),오태성,1990.11.15(36년차)
나눔,나눔씨엔씨,중소기업,서울 종로구,생활용품·소비재·기타,,,고정혁,2003.09.01(23년차)
나눔,프뢰벨행복나누기㈜,중소기업,서울 강남구,"서적, 잡지 및 기타 인쇄물 도매업",1억원(2024.12.31),512억 9천만원(2024.12.31),박근제/배준오,2020.01.06(6년차)
대세산업,대세산업㈜,중소기업,충남 아산시,금속 캔 및 기타 포장용기 제조업,16억원(2024.12.31),498억 7천만원(2024.12.31),황지훈,1979.03.13(47년차)
대세산업,대세산업㈜,중소기업,서울 강남구,건설·시공·토목·조경,5억원,-,황유진,2022.09.15(4년차)
대교대구달서지점,대교대구달서지점,대기업,대구 달서구,학습지·방문교육,-,-,대교,1976.07.09(50년차)
에이앤비테크,에이앤비테크㈜,벤처기업,경기 이천시,솔루션·SI·CRM·ERP,"1억 2,500만원",1만원,조진성,2003(23년차)
동아사이언스,㈜동아사이언스,중견기업,서울 서대문구,출판·인쇄·사진,12억 7천만원(2024.12.31),146억 9천만원(2024.12.31),장경애,2000.08.31(26년차)
엠티브이,비브이엠티㈜,중소기업,서울 종로구,화장품 제조업,"1억 9,689만원(2024.12.31)",16억 6천만원(2024.12.31),이지안,2020.05.15(6년차)
엠티브이,브이엠티㈜,중소기업,부산 해운대구,기타 엔지니어링 서비스업,"5,000만원(2023.12.31)","9억 4,083만원(2023.12.31)",송영욱,2019.09.02(7년차)
엠티브이,씨유 거북섬엠티브이점,중소기업,경기 시흥시,백화점·유통·도소매,-,-,박혁준,-
엠티브이,㈜모렉스 시화엠티브이지점,중소기업,경기 시흥시,자동차·조선·철강·항공,-,-,안부헌,-
천일여객,천일여객㈜,중소기업,부산 사상구,시외버스 운송업,"9억 2,033만원(2024.12.31)",168억 5천만원(2024.12.31),박재상,1976.12.29(50년차)
대덕기술,㈜대덕분석기술연구원,중소기업,대전 유성구,화학·에너지·환경,,,최예림,2009.02.12(17년차)
대덕기술,대덕기술,중소기업,경남 거창군,전기·전자·제어,5억원,92억4천만,이덕기,2006(20년차)
대덕기술,과학기술인공제회부설대덕복지센터,국내 공공기관·공기업,대전 유성구,공기업·공공기관,-,-,배재웅,2005.09.30(21년차)
대덕기술,대덕환경기술산업,중소기업,대전 대덕구,유압기기 제조업,-,-,김영진,2014.10.08(12년차)
유니팩,㈜유니팩코리아,중소기업,서울 금천구,생활화학·화장품,"5억 7,000만원",20억,정병운,2009.07.09(17년차)
유니팩,㈜유니팩,중소기업,대구 수성구,화학·에너지·환경,,,이경택,2016.07.01(10년차)
유니팩,유니팩,중소기업,경기 화성시,그 외 기타 전기장비 제조업,-,-,고현식,-
유니팩,유니팩시스템,벤처기업,인천 서구,기계·기계설비,-,-,권영국,2001.06.25(25년차)
유니팩,유니시티글로벌매뉴팩쳐링 유한회사,중소기업,경기 이천시,건강기능식품 제조업,25억원(2020.12.31),50억 1천만원(2020.12.31),양동엽,2015.07.10(11년차)
유니팩,유니팩,중소기업,경기 화성시,위생용 종이제품 제조업,16억 7천만원(2023.12.31),164억 5천만원(2023.12.31),강윤아,2015.04.15(11년차)
유니팩,유니팩산업,중소기업,인천 미추홀구,생활용품·소비재·기타,-,-,박한솔,2013.01.01(13년차)
유니팩,㈜베스틱,중소기업,울산 북구,그 외 자동차용 신품 부품 제조업,1억원(2024.12.31),13억 6천만원(2024.12.31),이관희,2015.01.12(11년차)
유니팩,㈜유니팩토리,중소기업,서울 서초구,데이터베이스 및 온라인정보 제공업,,,,
유니팩,유니팩토리,중소기업,서울 중구,전자상거래 소매 중개업,,,,
유탑건설,㈜유탑건설,중견기업,광주 서구,주거용 건물 건설업,,,,
유탑건설,㈜유탑엔지니어링,중소기업,전남 화순군,건설·시공·토목·조경,28억 9천만원,547억 2천만원(2024.12.31),손동철/이창희,1989.11.23(37년차)
삼성의료설비,㈜삼성의료설비,중소기업,경기 시흥시,그 외 기타 의료용 기기 제조업,6억원(2023.12.31),52억 1천만원(2023.12.31),성용제,1997.09.03(29년차)
대광오토텍,㈜대광오토텍,중소기업,부산 강서구,자동차·조선·철강·항공,,,,
대광오토텍,㈜대광오토텍,중소기업,경기 화성시,주형 및 금형 제조업,,,,
윤성어패럴,윤성어패럴,중소기업,서울 광진구,편조의복 제조업,,,,
케이비푸드,㈜케이비푸드,중소기업,인천 서구,그 외 기타 식료품 제조업,,,,
케이비푸드,케이비푸드몰,중소기업,경기 광주시,물류·운송·배송,,,,
광명특수인쇄,광명특수인쇄㈜,중소기업,경기 파주시,경 인쇄업,,,,
진성엘엔엘,농협회사법인㈜진성푸드,중소기업,경기 파주시,식품가공,,,,
